"구간번호","자치구 ID","자치구 이름","도로명","시점","종점","청소시각","청소종류","담당부서","부서 연락처"
"10015474","02","09 강북구","도봉로","수유역","수유대한병원앞","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10015489","02","09 강북구","4.19길","광신사거리","강북구청","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10015529","17","08 성북구","경동고길","경동고교입구","성북세무서앞","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10015542","17","08 성북구","동소문로","미아리고개","미아굴다리","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10015542","17","08 성북구","동소문로","미아리고개","미아굴다리","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10015556","13","14 마포구","대흥로","상수역","광흥창역","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10015588","09","11 노원구","동1로","상계14-16단지","상계11~13단지","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10015673","04","16 강서구","화곡로","강서기능대학입구","우장공원입구동측","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10015683","23","01 종로구","가람길","성동교","군자교서단","2016-01-23 00:00:00.0","기타청소","청소행정과","2148-2382"
"10015715","17","08 성북구","종암로","종암사거리","사대부고앞","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10015720","11","06 동대문구","천호대로","도시철도공사","답십리삼거리","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10015720","23","01 종로구","천호대로","도시철도공사","답십리삼거리","2016-01-23 00:00:00.0","기타청소","청소행정과","2148-2382"
"10017169","07","17 구로구"," ","구로공단본부","만민중앙교회","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10017191","07","17 구로구","구로동길","남구로역","구로공단자동차1급서비스쎈타","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10017718","07","17 구로구","가마산길","구로IC","정희여상","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10019965","07","17 구로구","경인로","신도림역","구로역","2016-01-23 00:00:00.0","기타청소","청소행정과","860-2896"
"10020627","13","14 마포구","꿈터길","신수동사거리","신수중학교앞","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10020891","13","14 마포구"," ","서강대앞","마포소방서앞","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10020990","04","16 강서구","백석길","등촌삼거리","가양6-9단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10023190","03","25 강동구","선사로","천호사거리","광진교남단","2016-01-23 00:00:00.0","기타청소","청소행정과","480-1375"
"10023190","03","25 강동구","선사로","천호사거리","광진교남단","2016-01-23 00:00:00.0","기타청소","청소행정과","480-1375"
"10023486","13","14 마포구","독막길","마포세무서앞","염리초등교","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10023640","13","14 마포구","신촌로","서강대교북단","광흥창역","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10023646","13","14 마포구","신촌로","광흥창역","서강대교북단","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10023647","13","14 마포구","토정길","구수동사거리","상수동사무소","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10023730","13","14 마포구","독막길","마포세무서앞","염리초등교","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10024095","13","14 마포구","내부순환로성산대교연결램프(망","성산분기점(내부순환로본선)","내부순환로입구(강변북로망원동)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10024374","04","16 강서구","공항로","내발산삼거리","발산역","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10024476","04","16 강서구","공항로","KT공항지점","내발산삼거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10024477","04","16 강서구"," ","내발산삼거리","외발산사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10024513","04","16 강서구","이수정길","가양초교","강서구청별관입구","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10024524","13","14 마포구","내부순환로성산대교연결램프(상","월드컵경기장입구(강변북로)","성산분기점(내부순환로본선)","2016-01-23 00:00:00.0","기타청소","청소행정과","3153-9212"
"10024650","04","16 강서구","화곡로","강서구청입구","가양대교남단","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10024650","04","16 강서구","화곡로","강서구청입구","가양대교남단","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10024689","04","16 강서구","화곡로","가양아파트","가양대교남단","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10024919","03","25 강동구","하일동길","하남농협망월","강일동입구","2016-01-23 00:00:00.0","기타청소","청소행정과","480-1375"
"10025258","17","08 성북구","인촌로","보문역","보문3교","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10025268","17","08 성북구","지봉길","보문역","동망봉터널","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10025268","17","08 성북구","지봉길","보문역","동망봉터널","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10025304","17","08 성북구","안감내길","보문3교","안암2교","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10025305","17","08 성북구","인촌로","보문역","보문3교","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10025315","17","08 성북구","인촌로","보문3교","보문역","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10025330","17","08 성북구","안암로","고대앞사거리","안암오거리","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10025447","04","16 강서구","허준길","가양아파트","가양3단지","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10025466","11","06 동대문구","천호대로","도시철도공사","답십리삼거리","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10025703","04","16 강서구","강서로","등촌1-10단지","가양사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026098","16","04 성동구","청계천로","청계9가","성동구청","2016-01-23 00:00:00.0","기타청소","청소행정과","2286-5530"
"10026098","16","04 성동구","청계천로","청계9가","성동구청","2016-01-23 00:00:00.0","기타청소","",""
"10026240","11","06 동대문구","청계천로","신답철교앞","성동구청","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026322","04","16 강서구","치현길","방화2단지","정곡초등교","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026326","04","16 강서구","양천길","방화2단지","신방화사거리","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026367","11","06 동대문구","무학로","시립동부병원앞","청계9가","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026377","11","06 동대문구","하정로","시립동부병원앞","동대문구청","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026381","11","06 동대문구","하정로","시립동부병원앞","동대문구청","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026413","11","06 동대문구","하정로","동대문구청","시립동부병원앞","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026423","11","06 동대문구","하정로","신답철교앞","동대문구청","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026614","04","16 강서구","치현길","강서공고앞","정곡초등교","2016-01-23 00:00:00.0","기타청소","청소자원과","2600-4063"
"10026889","11","06 동대문구","보문로","신설동역","대광고교앞","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026945","17","08 성북구","안암로","안암2교","대광고교앞","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027160","17","08 성북구","경동고길","성북세무서앞","경동고교입구","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027183","17","08 성북구","성신길","보문2교","경동고교입구","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027183","17","08 성북구","성신길","보문2교","경동고교입구","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027231","17","08 성북구","성신길","경동고교입구","보문2교","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027249","17","08 성북구","안감내길","보문3교","보문2교","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027278","11","06 동대문구","안암로","고대앞사거리","고려대앞삼거리","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027314","17","08 성북구","보문로","경동고교입구","성북구청앞","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027315","17","08 성북구","삼선교길","성북구청앞","성북경찰서","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027315","17","08 성북구","삼선교길","성북구청앞","성북경찰서","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027324","17","08 성북구","삼선교길","성북구청앞","성북세무서앞","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027350","17","08 성북구","안감내길","성북경찰서","보문2교","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027366","17","08 성북구","동선길","성신여대앞","성북경찰서","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027367","17","08 성북구","안감내길","성북경찰서","성신여대입구역","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027389","11","06 동대문구","회기로","고려대역","종암대교","2016-01-23 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027456","17","08 성북구","보문로","성북구청입구","성북구청앞","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027465","17","08 성북구","동소문로","성북구청입구","성신여대입구역","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027582","17","08 성북구","동소문로","미아굴다리","성신여대입구역","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10027582","17","08 성북구","동소문로","미아굴다리","성신여대입구역","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10028713","17","08 성북구","화랑로","공릉초등교","월릉교","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10028726","17","08 성북구","북부간선도로","신내동유출램프(북부간선도로본","신내IC","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10028881","17","08 성북구","북부간선도로","화랑대사거리연결램프(북부간선","월릉교서측","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10028888","17","08 성북구","화랑로","화랑대역","화랑대사거리","2016-01-23 00:00:00.0","기타청소","청소행정과","920-3379"
"10028898","22","12 은평구","연천초교길","불광중학교앞","불광2파출소앞","2016-01-23 00:00:00.0","기타청소","청소행정과","351-7573"
"10028972","22","12 은평구","불광동길","연신초교삼거리","불광중학교앞","2016-01-23 00:00:00.0","기타청소","청소행정과","351-7573"
"10029072","02","09 강북구","오현길","강북구민운동장","강북구장애인종합복지관","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029146","02","09 강북구","우이천길","우이3교","강북보건소","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029146","02","09 강북구","우이천길","우이3교","강북보건소","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029250","02","09 강북구","오패산길","수유역","북부경찰서앞","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029253","02","09 강북구","오패산길","북부경찰서앞","수유역","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029266","02","09 강북구","한천로","강북구청","번동사거리","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029266","02","09 강북구","한천로","강북구청","번동사거리","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029293","02","09 강북구","도봉로","수유대한병원앞","수유역","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029337","02","09 강북구","오패산길","수유역","북부경찰서앞","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029463","02","09 강북구","가오리길","광신사거리","쌍문한일병원","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10029463","02","09 강북구","가오리길","광신사거리","쌍문한일병원","2016-01-23 00:00:00.0","기타청소","청소행정과","901-6799"
"10030067","09","11 노원구","한글비석길","마들역","노원청원초등교","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10030074","09","11 노원구","한글비석길","마들역","노원천주교회","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10030129","09","11 노원구","수락산길","상계14-16단지","상원초교","2016-01-23 00:00:00.0","기타청소","자원순환과","2116-3803"
"10002043","11","06 동대문구","망우로","신진주예식장","청량리역","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10002057","11","06 동대문구","망우로","떡전교사거리","신진주예식장","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10002058","11","06 동대문구","망우로","떡전교사거리","신진주예식장","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10002103","11","06 동대문구","망우로","중랑교","위생병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10004383","11","06 동대문구","안암로","고대앞사거리","고려대앞삼거리","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10004501","11","06 동대문구","안암로","대광고교앞","안암2교","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10006184","11","06 동대문구","휘경이길","동대문구청소차고","중랑교","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10007739","11","06 동대문구","하정로","시립동부병원앞","신설동역","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10007742","11","06 동대문구","하정로","동대문구청","시립동부병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10007743","11","06 동대문구","하정로","동대문구청","시립동부병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10007760","11","06 동대문구","고산자로","동대문구청","경동시장","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10008114","11","06 동대문구","안암로","안암2교","안암오거리","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10008553","11","06 동대문구","보문로","신설동역","대광고교앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10008554","11","06 동대문구","보문로","신설동역","대광고교앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10009204","09","11 노원구","노원길","화랑대사거리","원자력병원입구","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10009205","09","11 노원구","노원길","화랑대사거리","원자력병원입구","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10009740","11","06 동대문구","천호대로","태양아파트앞","신답철교앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10009816","11","06 동대문구","왕산로","성바오로병원앞","경동시장","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10010220","09","11 노원구","노원길","원자력병원입구","공릉터널","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10010221","09","11 노원구","노원길","원자력병원입구","공릉터널","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10010222","09","11 노원구","노원길","원자력병원입구","공릉터널","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10010223","09","11 노원구","노원길","원자력병원입구","공릉터널","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10010429","11","06 동대문구","망우로","중랑교","위생병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10010730","11","06 동대문구","하정로","신답철교앞","동대문구청","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10010971","11","06 동대문구","하정로","시립동부병원앞","신설동역","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10011515","11","06 동대문구","하정로","시립동부병원앞","신설동역","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10011798","11","06 동대문구","안암로","안암오거리","고대앞사거리","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10011961","11","06 동대문구","하정로","동대문구청","시립동부병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10012026","09","11 노원구","화랑로","담터사거리","화랑대사거리","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10012492","11","06 동대문구","안암로","안암2교","안암오거리","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10012493","11","06 동대문구","안암로","안암2교","안암오거리","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10013269","11","06 동대문구","왕산로","청량리역","성바오로병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10013816","11","06 동대문구","망우로","시조사삼거리","떡전교사거리","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10014130","09","11 노원구","화랑로","담터사거리","화랑대사거리","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10014131","09","11 노원구","화랑로","담터사거리","화랑대사거리","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10014132","09","11 노원구","화랑로","담터사거리","화랑대사거리","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10014133","09","11 노원구","화랑로","담터사거리","화랑대사거리","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10014134","09","11 노원구","화랑로","담터사거리","화랑대사거리","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10014135","09","11 노원구","화랑로","담터사거리","화랑대사거리","2016-01-24 00:00:00.0","기타청소","자원순환과","2116-3803"
"10014919","11","06 동대문구","하정로","신답철교앞","동대문구청","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10015041","11","06 동대문구","망우로","신진주예식장","청량리역","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10025355","11","06 동대문구","안암로","고대앞사거리","고려대앞삼거리","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026413","11","06 동대문구","하정로","동대문구청","시립동부병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026419","11","06 동대문구","하정로","동대문구청","시립동부병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10026889","11","06 동대문구","보문로","신설동역","대광고교앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027005","11","06 동대문구","왕산로","청량리역","성바오로병원앞","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027019","11","06 동대문구","망우로","신진주예식장","청량리역","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10027439","11","06 동대문구","휘경이길","동대문구청소차고","중랑교","2016-01-24 00:00:00.0","기타청소","청소행정과","2127-4378"
"10000050","11","06 동대문구","능산길","능산삼거리","신내동주유소","2016-01-25 00:00:00.0","기타청소","청소행정과","2127-4378"
"10000384","23","01 종로구","내부순환로","종암JC(내부순환-북부간선)","월곡램프(내부순환로본선)","2016-01-25 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000386","23","01 종로구","내부순환로","종암JC(내부순환-북부간선)","길음램프(내부순환로본선)","2016-01-25 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000393","23","01 종로구","북부간선도로","하월곡램프(북부간선도로본선)","종암JC(내부순환-북부간선)","2016-01-25 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000410","13","14 마포구","난지도길","월드컵경기장(상암교)","월드컵경기장","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000411","13","14 마포구","난지도길","월드컵경기장(상암교)","월드컵경기장","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000412","13","14 마포구","난지도길","월드컵경기장","월드컵경기장(상암교)","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000413","13","14 마포구","난지도길","월드컵경기장","월드컵경기장(상암교)","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000462","13","14 마포구","내부순환로성산진입램프(내선)","상암교입구","성산진입램프(내부순환로본선)","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000463","13","14 마포구","내부순환로성산진입램프(내선)","상암교입구","성산진입램프(내부순환로본선)","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000582","13","14 마포구","성산로","성산대교북단","상암교입구","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000583","13","14 마포구","성산로","성산대교북단","상암교입구","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000583","13","14 마포구","성산로","성산대교북단","상암교입구","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10000680","04","16 강서구","신공항고속도로 개화터널","88JC","신공항고속도로 서울-김포 경계","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000680","04","16 강서구","신공항고속도로 개화터널","88JC","신공항고속도로 서울-김포 경계","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000680","04","16 강서구","신공항고속도로 개화터널","88JC","신공항고속도로 서울-김포 경계","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000680","04","16 강서구","신공항고속도로 개화터널","88JC","신공항고속도로 서울-김포 경계","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000681","04","16 강서구","신공항고속도로 개화터널","신공항고속도로 서울-김포 경계","88JC","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000681","04","16 강서구","신공항고속도로 개화터널","신공항고속도로 서울-김포 경계","88JC","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000681","04","16 강서구","신공항고속도로 개화터널","신공항고속도로 서울-김포 경계","88JC","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000681","04","16 강서구","신공항고속도로 개화터널","신공항고속도로 서울-김포 경계","88JC","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000733","19","15 양천구","남부순환로","과학수사연구소입구","강월초교입구","2016-01-25 00:00:00.0","기타청소","청소행정과","2620-3423"
"10000923","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000923","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000923","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000923","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000923","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000927","23","01 종로구","새문안길","당주동입구","세종로사거리","2016-01-25 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000928","23","01 종로구","새문안길","세종로사거리","당주동입구","2016-01-25 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000932","23","01 종로구","종로","종로구청입구","종로1가","2016-01-25 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000970","04","16 강서구","양천길","개화사거리","방화사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000978","23","01 종로구","왕산로","신설동역","동묘앞역","2016-01-25 00:00:00.0","기타청소","청소행정과","2148-2382"
"10000988","16","04 성동구","내부순환로","마장램프(내부순환로본선)","사근램프(내부순환로본선)","2016-01-25 00:00:00.0","기타청소","청소행정과","2286-5530"
"10000988","16","04 성동구","내부순환로","마장램프(내부순환로본선)","사근램프(내부순환로본선)","2016-01-25 00:00:00.0","기타청소","",""
"10000991","04","16 강서구","양천길","공진초중교(까르푸)","가양3-5단지","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10000991","04","16 강서구","양천길","공진초중교(까르푸)","가양3-5단지","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001004","04","16 강서구","양천길","공진초중교(까르푸)","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001006","04","16 강서구","양천길","공진초중교(까르푸)","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001007","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001008","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001009","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001009","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001010","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001010","04","16 강서구","양천길","가양사거리","공진초중교(까르푸)","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001021","13","14 마포구","증산로","평화의공원","월드컵경기장","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001022","13","14 마포구","증산로","월드컵경기장","평화의공원","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001029","13","14 마포구","강변북로","노을공원입구","가양대교북단","2016-01-25 00:00:00.0","기타청소","청소행정과","3153-9212"
"10001037","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001037","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001038","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001038","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001039","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001039","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001040","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001040","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001040","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001040","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001040","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001041","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001041","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001041","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001041","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001041","04","16 강서구","양천길","방화2단지","가양사거리","2016-01-25 00:00:00.0","기타청소","청소자원과","2600-4063"
"10001156","15","22 서초구","강남대로","국악고교입구","양재시민의숲","2016-01-25 00:00:00.0","기타청소","",""
"10001157","15","22 서초구","강남대로","양재시민의숲","국악고교입구","2016-01-25 00:00:00.0","기타청소","",""
"10001171","15","22 서초구","강남대로","양재시민의숲","영동1교남단","2016-01-25 00:00:00.0","기타청소","",""
"10001172","15","22 서초구","강남대로","영동1교남단","양재시민의숲","2016-01-25 00:00:00.0","기타청소","",""
"10001173","15","22 서초구","강남대로","영동1교남단","양재시민의숲","2016-01-25 00:00:00.0","기타청소","",""
